temperature,solar_irradiance,cloud_cover,humidity,wind_speed,rainfall,dust_level,hour,month,solar_power,wind_power,total_power
36.46,697.18,19.4,67.85,5.0,0.0,3.98,15,7,1832.55,55.22,1887.77
33.92,423.76,37.39,48.89,5.7,0.0,2.24,16,7,1174.84,84.62,1259.46
35.5,256.16,17.62,52.7,4.07,0.0,2.63,17,7,693.96,2.09,696.05
34.68,0.0,43.6,67.47,4.42,0.0,3.62,18,7,35.79,22.7,58.49
34.95,0.0,47.72,75.09,4.99,0.0,3.75,19,7,38.22,31.65,69.87
32.88,0.0,65.33,50.16,4.86,0.0,0.32,20,7,54.2,51.24,105.44
32.45,0.0,28.3,80.01,5.13,0.0,2.88,21,7,0.0,27.8,27.8
31.28,0.0,21.78,42.43,6.19,0.0,4.05,22,7,0.0,117.22,117.22
32.25,0.0,60.87,66.35,2.25,0.0,2.99,23,7,0.0,26.43,26.43
27.46,0.0,27.25,80.14,2.21,0.0,0.59,0,7,45.45,0.0,45.45
25.73,0.0,24.83,59.87,8.45,0.0,4.64,1,7,21.14,508.33,529.47
27.01,0.0,19.01,76.42,6.21,0.0,3.16,2,7,45.61,122.7,168.31
25.27,0.0,62.13,64.59,4.26,0.0,1.02,3,7,12.3,29.59,41.89
28.86,0.0,45.7,58.37,0.5,0.0,1.92,4,7,34.98,0.0,34.98
26.72,0.0,45.03,56.09,6.25,0.0,3.2,5,7,0.0,114.54,114.54
27.09,0.0,69.65,65.87,5.31,0.0,2.06,6,7,4.64,43.16,47.8
28.26,242.22,26.55,66.23,7.96,0.0,3.83,7,7,659.38,392.2,1051.58
31.25,312.05,60.16,51.95,0.52,0.0,3.35,8,7,870.3,0.0,870.3
31.23,539.88,48.9,72.91,0.77,0.0,2.93,9,7,1493.61,26.62,1520.23
31.8,813.81,23.78,55.98,3.84,0.0,1.62,10,7,2337.77,15.85,2353.62
36.47,782.09,32.5,54.93,6.27,0.0,2.8,11,7,2146.94,119.52,2266.46
33.72,588.21,65.42,60.39,9.8,0.0,4.61,12,7,1597.15,933.37,2530.52
35.85,917.58,18.5,79.94,2.79,0.0,3.13,13,7,2542.63,0.0,2542.63
37.28,661.56,46.55,64.53,0.87,0.0,3.21,14,7,1800.28,0.0,1800.28
34.02,715.1,10.46,64.7,2.1,0.0,1.09,15,7,2028.83,0.0,2028.83
37.02,343.29,61.7,51.04,6.51,0.0,2.09,16,7,926.39,131.11,1057.51
34.22,261.05,19.17,60.93,3.57,0.0,2.51,17,7,714.86,8.09,722.95
36.24,0.0,24.76,59.33,6.23,0.0,2.55,18,7,0.0,109.96,109.96
32.53,0.0,24.44,59.72,3.45,0.0,3.48,19,7,33.22,14.92,48.14
33.8,0.0,12.98,66.1,1.05,0.0,1.34,20,7,4.19,0.0,4.19
33.13,0.0,32.55,84.29,4.41,0.0,2.73,21,7,30.22,58.21,88.42
31.47,0.0,35.67,52.36,3.4,0.0,2.6,22,7,3.36,7.16,10.52
29.35,0.0,8.67,67.09,3.7,0.0,3.85,23,7,24.14,11.57,35.71
27.54,0.0,30.11,69.08,7.76,0.0,2.62,0,7,5.48,348.97,354.45
26.23,0.0,21.52,65.63,3.52,0.0,1.83,1,7,0.0,6.85,6.85
28.8,0.0,30.27,59.08,5.68,0.0,0.26,2,7,29.27,93.94,123.21
25.37,0.0,57.77,62.78,1.11,0.0,2.22,3,7,0.0,5.21,5.21
25.04,0.0,37.79,86.89,3.63,0.0,2.4,4,7,5.5,8.59,14.09
28.09,0.0,15.97,66.56,4.23,0.0,2.26,5,7,29.87,18.14,48.01
26.69,18.63,19.38,75.07,1.56,0.0,3.65,6,7,5.21,18.0,23.2
27.5,150.31,53.73,63.76,2.7,0.0,3.05,7,7,426.17,0.0,426.17
27.96,488.64,24.83,68.91,5.22,0.0,1.86,8,7,1457.95,15.21,1473.16
30.7,702.66,9.96,66.29,2.03,0.0,1.8,9,7,2044.83,4.82,2049.65
32.59,898.69,6.68,57.98,1.67,0.0,2.54,10,7,2532.34,9.65,2541.98
34.29,783.37,41.72,59.97,2.68,0.0,1.29,11,7,2203.91,0.0,2203.91
36.39,732.72,50.86,65.61,6.3,0.0,2.14,12,7,2060.63,111.63,2172.26
36.54,939.65,7.27,46.25,5.4,0.0,2.36,13,7,2574.6,43.45,2618.05
35.97,722.78,35.0,57.65,5.51,0.0,1.63,14,7,2037.73,40.97,2078.69
36.13,582.35,32.87,60.23,2.81,0.0,2.13,15,7,1639.63,8.62,1648.24
37.02,476.37,30.5,60.97,1.45,0.0,1.52,16,7,1374.88,17.46,1392.34
37.66,196.31,48.3,61.48,0.81,0.0,4.9,17,7,536.53,0.0,536.53
35.15,17.41,6.65,62.62,4.23,0.0,4.06,18,7,61.22,19.74,80.96
33.22,0.0,15.47,68.69,4.95,0.0,2.06,19,7,0.0,37.55,37.55
31.23,0.0,10.67,58.28,3.1,0.0,1.35,20,7,0.0,0.0,0.0
29.26,0.0,31.87,75.56,3.9,0.0,0.0,21,7,0.0,23.02,23.02
31.13,0.0,20.78,62.63,2.57,0.0,0.93,22,7,0.66,36.31,36.97
29.79,0.0,36.94,70.24,3.03,0.0,3.32,23,7,27.56,0.0,27.56
28.7,0.0,0.34,54.08,5.15,0.0,2.13,0,7,0.0,46.11,46.11
26.85,0.0,8.96,72.08,5.06,0.0,2.53,1,7,17.43,38.76,56.18
28.66,0.0,51.75,65.85,0.76,0.0,2.84,2,7,36.39,1.36,37.76
25.65,0.0,31.85,65.82,7.65,0.0,1.83,3,7,0.0,313.42,313.42
27.98,0.0,14.96,75.78,2.52,0.0,3.41,4,7,0.0,9.63,9.63
26.99,0.0,18.01,68.41,6.94,0.0,2.78,5,7,0.0,207.36,207.36
26.93,0.0,62.62,68.3,3.81,0.0,2.08,6,7,0.0,0.0,0.0
29.76,253.73,26.74,51.86,3.74,0.0,2.17,7,7,715.47,3.78,719.25
30.69,453.88,23.55,56.68,3.48,0.0,3.39,8,7,1228.08,6.72,1234.8
31.91,516.43,49.04,62.18,7.2,0.0,3.07,9,7,1428.86,260.76,1689.61
32.79,837.45,12.96,54.26,2.17,0.0,0.79,10,7,2438.02,0.0,2438.02
33.82,837.18,26.81,70.03,4.38,0.0,3.52,11,7,2245.11,17.97,2263.07
38.49,895.82,26.7,50.46,2.78,0.0,2.56,12,7,2440.8,0.0,2440.8
37.48,774.09,34.32,46.31,7.07,0.0,1.85,13,7,2140.33,243.72,2384.05
37.29,537.16,65.25,45.32,1.94,0.0,1.38,14,7,1509.71,1.82,1511.53
36.54,676.66,4.2,54.08,4.78,0.0,2.03,15,7,1901.65,52.65,1954.3
37.71,435.97,30.73,60.55,3.33,0.0,2.25,16,7,1197.58,0.0,1197.58
36.48,275.83,16.22,47.71,4.68,0.0,1.35,17,7,815.64,22.09,837.73
34.95,1.43,25.17,48.7,1.86,0.0,2.58,18,7,0.0,3.17,3.17
33.42,0.0,50.26,54.29,3.18,0.0,1.08,19,7,45.09,9.33,54.42
32.55,0.0,35.29,59.4,1.52,0.0,0.0,20,7,0.0,23.86,23.86
26.62,0.0,13.25,58.6,8.38,0.0,2.33,21,7,0.0,496.02,496.02
30.4,0.0,26.24,63.49,2.21,0.0,2.8,22,7,0.0,0.0,0.0
28.14,0.0,8.17,77.68,10.06,0.0,3.15,23,7,17.44,1002.59,1020.03
30.18,0.0,7.04,62.68,3.31,0.0,3.36,0,7,0.0,0.0,0.0
27.02,0.0,8.6,63.31,1.23,0.0,0.54,1,7,10.19,0.0,10.19
24.71,0.0,42.03,78.29,0.6,0.0,2.4,2,7,19.18,0.06,19.24
26.25,0.0,26.77,58.29,4.3,0.0,3.08,3,7,0.0,42.26,42.26
24.92,0.0,50.47,73.34,4.39,0.0,2.23,4,7,15.89,0.0,15.89
27.7,0.0,21.56,65.97,3.88,0.0,2.11,5,7,0.0,24.72,24.72
28.22,0.0,49.94,78.67,1.18,0.0,2.66,6,7,0.0,0.0,0.0
30.26,229.53,11.3,72.72,2.86,0.0,3.29,7,7,658.0,11.08,669.08
28.84,399.62,42.2,48.74,3.0,0.0,2.19,8,7,1159.17,0.0,1159.17
31.37,534.32,48.33,63.03,4.97,0.0,2.46,9,7,1504.69,42.37,1547.06
30.57,776.94,27.21,50.64,3.32,0.0,1.48,10,7,2216.36,0.0,2216.36
34.88,970.03,9.22,66.27,4.15,0.0,1.37,11,7,2739.96,0.0,2739.96
35.64,968.61,13.0,48.61,2.61,0.0,0.66,12,7,2767.49,7.44,2774.92
36.4,927.69,15.64,61.62,5.12,0.0,0.34,13,7,2630.5,59.78,2690.27
36.16,738.14,37.22,64.83,0.98,0.0,2.73,14,7,2009.69,5.57,2015.27
36.95,391.97,65.57,40.09,9.51,0.0,2.03,15,7,1084.66,825.06,1909.72
38.56,508.81,6.1,64.52,4.56,0.0,2.03,16,7,1433.88,4.79,1438.67
35.23,253.08,30.1,65.71,1.81,0.0,2.89,17,7,674.15,11.28,685.43
35.07,14.35,13.11,48.49,5.06,0.0,4.02,18,7,52.54,34.75,87.28
32.19,0.0,31.71,69.66,5.59,0.0,2.27,19,7,38.12,99.42,137.54
31.32,0.0,26.02,51.83,5.61,0.0,0.97,20,7,0.0,48.94,48.94
31.47,0.0,36.89,68.5,2.53,0.0,2.24,21,7,38.4,3.68,42.08
31.69,0.0,33.45,60.25,8.03,0.0,3.04,22,7,0.0,386.73,386.73
28.44,0.0,33.33,53.52,0.6,0.0,0.43,23,7,0.0,0.0,0.0
27.38,0.0,45.13,77.95,3.11,0.0,3.27,0,7,23.99,19.71,43.7
26.33,0.0,34.65,79.19,1.49,0.0,1.17,1,7,0.0,0.0,0.0
25.64,0.0,27.72,69.77,3.14,0.0,3.51,2,7,21.69,0.0,21.69
26.71,0.0,48.74,67.12,1.09,0.0,1.95,3,7,9.69,0.0,9.69
24.2,0.0,42.42,66.76,4.58,0.0,1.14,4,7,27.17,14.08,41.26
28.86,0.0,28.96,68.79,1.14,0.0,2.65,5,7,0.0,6.06,6.06
26.74,0.0,35.62,70.19,4.4,0.0,1.4,6,7,17.46,13.61,31.07
29.85,238.58,21.64,75.39,2.32,0.0,0.0,7,7,695.05,0.0,695.05
28.07,342.88,58.88,67.0,2.0,0.0,1.81,8,7,1015.2,14.58,1029.79
32.27,637.2,22.61,71.47,2.94,0.0,3.74,9,7,1735.68,0.0,1735.68
33.57,794.09,16.3,43.83,4.55,0.0,1.3,10,7,2244.69,27.98,2272.67
34.35,907.3,18.65,64.27,4.18,0.0,0.36,11,7,2632.01,0.0,2632.01
33.31,757.8,46.98,60.45,4.81,0.0,1.02,12,7,2170.62,19.45,2190.07
35.98,791.43,37.22,58.7,7.13,0.0,1.5,13,7,2236.04,226.66,2462.7
34.33,831.82,9.33,72.36,2.15,0.0,3.59,14,7,2283.59,19.72,2303.3
35.89,621.9,35.21,64.79,3.29,0.0,0.33,15,7,1804.48,12.01,1816.5
37.64,457.91,18.67,51.02,2.5,0.0,1.77,16,7,1257.42,0.0,1257.42
36.8,124.5,66.6,48.03,4.23,0.0,0.76,17,7,330.55,20.12,350.68
34.83,0.0,6.22,41.87,2.6,0.0,2.55,18,7,0.0,29.21,29.21
32.31,0.0,15.12,63.83,4.07,0.0,3.15,19,7,0.0,18.06,18.06
33.53,0.0,54.12,68.6,5.92,0.0,2.5,20,7,3.69,77.78,81.47
31.3,0.0,39.17,71.58,4.03,0.0,2.25,21,7,0.0,5.0,5.0
26.5,0.0,32.15,63.98,6.07,0.0,0.91,22,7,0.0,113.91,113.91
29.94,0.0,22.75,73.07,4.37,0.0,1.65,23,7,0.0,3.02,3.02
27.64,0.0,33.15,75.99,6.43,0.0,2.04,0,7,3.86,144.52,148.38
28.69,0.0,8.88,72.3,7.35,0.0,3.39,1,7,0.0,285.28,285.28
24.74,0.0,51.65,69.73,3.79,0.0,0.77,2,7,22.4,13.1,35.5
21.45,0.0,22.64,72.9,5.63,0.0,1.25,3,7,2.65,63.31,65.96
26.81,0.0,1.2,71.11,3.58,0.0,2.25,4,7,0.0,25.12,25.12
27.32,0.0,31.64,71.67,4.97,0.0,3.27,5,7,13.82,19.05,32.87
25.14,0.0,14.14,65.03,0.88,0.0,1.32,6,7,0.0,5.1,5.1
27.25,216.38,37.25,63.41,8.31,0.0,4.22,7,7,617.13,433.19,1050.32
34.06,430.38,42.02,60.29,6.75,0.0,1.36,8,7,1235.56,161.06,1396.62
30.76,611.75,33.73,57.14,6.73,0.0,0.87,9,7,1762.96,165.98,1928.94
33.61,821.03,26.7,54.6,2.59,0.0,1.63,10,7,2312.71,9.66,2322.37
32.74,877.48,26.54,45.63,2.6,0.0,1.15,11,7,2542.79,6.03,2548.82
31.62,673.5,58.1,52.99,3.23,0.0,2.15,12,7,1901.3,0.0,1901.3
35.29,858.36,27.56,62.61,6.55,0.0,2.82,13,7,2339.51,171.12,2510.63
35.65,822.36,25.39,64.28,6.29,0.0,2.75,14,7,2272.02,128.08,2400.09
35.62,682.84,9.27,55.95,2.63,0.0,2.78,15,7,1908.0,13.43,1921.43
35.87,458.25,17.4,62.28,3.98,0.0,1.63,16,7,1279.88,26.3,1306.19
35.94,207.42,31.16,38.02,3.61,0.0,2.09,17,7,562.37,0.0,562.37
34.53,45.24,39.07,60.99,4.61,0.0,0.45,18,7,146.78,12.23,159.01
31.82,0.0,18.68,49.14,2.21,0.0,0.96,19,7,8.98,0.0,8.98
33.24,0.0,56.88,52.39,1.34,0.0,2.98,20,7,0.0,0.0,0.0
28.29,0.0,64.69,70.24,0.75,0.0,1.79,21,7,10.15,21.6,31.75
26.85,0.0,9.46,73.34,3.12,0.0,1.94,22,7,0.0,6.86,6.86
29.83,0.0,30.31,47.97,7.7,0.0,2.36,23,7,57.0,334.16,391.16
28.39,0.0,23.93,51.6,4.84,0.0,0.0,0,7,11.24,44.79,56.02
26.74,0.0,18.6,61.54,5.29,0.0,2.22,1,7,29.87,74.31,104.18
24.24,0.0,39.88,55.58,7.67,0.0,1.46,2,7,0.0,329.69,329.69
25.1,0.0,46.71,65.57,3.33,0.0,2.7,3,7,31.74,11.87,43.61
25.94,0.0,21.54,74.81,3.61,0.0,1.8,4,7,0.0,2.71,2.71
24.44,0.0,13.72,57.26,3.0,0.0,0.94,5,7,15.23,6.05,21.28
26.52,16.72,22.05,83.28,2.01,0.0,1.66,6,7,70.76,14.73,85.49
29.64,212.28,31.6,61.35,5.43,0.0,0.69,7,7,626.1,50.78,676.88
32.01,423.56,36.64,63.57,6.93,0.0,3.22,8,7,1163.54,202.36,1365.9
30.53,618.98,33.46,54.14,5.83,0.0,2.28,9,7,1739.51,77.42,1816.93
33.59,739.21,38.79,67.02,1.0,0.0,3.0,10,7,2022.14,10.24,2032.38
30.79,793.39,37.26,63.92,2.68,0.0,2.79,11,7,2168.86,0.0,2168.86
35.68,898.09,21.29,58.21,4.26,0.0,1.14,12,7,2558.33,18.48,2576.81
34.28,750.88,41.96,60.95,2.83,0.0,2.08,13,7,2094.62,0.0,2094.62
36.45,590.19,51.86,44.91,1.81,0.0,2.27,14,7,1653.65,0.0,1653.65
35.79,697.18,11.04,59.34,3.96,0.0,2.61,15,7,1900.89,19.9,1920.79
37.97,339.76,40.27,59.07,3.86,0.0,2.61,16,7,928.7,0.0,928.7
34.18,225.95,16.34,45.74,5.01,0.0,1.46,17,7,639.08,21.98,661.06
35.64,0.24,14.57,54.08,13.44,0.0,2.53,18,7,0.0,1986.97,1986.97
33.24,0.0,35.16,56.65,4.6,0.0,2.26,19,7,25.8,24.6,50.4
32.22,0.0,11.25,60.68,2.78,0.0,1.03,20,7,23.34,0.0,23.34
30.88,0.0,54.2,67.71,7.96,0.0,1.3,21,7,0.0,373.95,373.95
28.6,0.0,29.09,71.23,4.14,0.0,2.53,22,7,26.05,0.73,26.78
28.64,0.0,45.78,63.83,4.58,0.0,1.83,23,7,25.27,32.18,57.45
27.47,0.0,44.65,73.68,2.99,0.0,1.74,0,7,27.78,0.0,27.78
27.13,0.0,18.66,55.42,3.49,0.0,1.14,1,7,36.1,0.0,36.1
26.4,0.0,27.1,69.41,3.31,0.0,2.88,2,7,20.32,0.0,20.32
27.3,0.0,29.67,50.13,7.47,0.0,3.16,3,7,25.83,292.09,317.91
27.66,0.0,11.52,61.83,5.8,0.0,1.22,4,7,0.0,109.88,109.88
25.2,0.0,24.7,72.62,1.39,0.0,2.65,5,7,0.0,9.12,9.12
28.87,0.0,19.86,70.07,2.76,0.0,2.47,6,7,2.02,9.22,11.23
26.82,205.47,39.21,69.16,1.08,0.0,1.31,7,7,597.35,14.67,612.01
30.69,457.56,20.3,74.76,3.84,0.0,1.29,8,7,1326.66,0.0,1326.66
32.03,617.12,28.17,61.43,2.58,0.0,2.53,9,7,1733.31,0.0,1733.31
29.53,806.91,19.61,49.93,1.24,0.0,0.11,10,7,2372.06,0.0,2372.06
33.74,796.76,30.35,40.32,5.47,0.0,0.0,11,7,2352.23,68.84,2421.07
33.93,849.05,31.47,50.34,1.39,0.0,3.09,12,7,2378.05,0.0,2378.05
34.29,818.04,39.75,49.86,2.53,0.0,1.88,13,7,2332.27,0.0,2332.27
37.96,693.67,39.56,53.75,5.47,0.0,2.26,14,7,1886.09,63.67,1949.77
35.12,500.47,51.07,52.44,3.81,0.0,4.29,15,7,1351.8,32.48,1384.27
34.72,372.64,48.35,49.72,5.87,0.0,2.06,16,7,1053.05,89.55,1142.6
35.55,142.1,71.5,51.68,3.29,0.0,2.27,17,7,402.71,4.12,406.83
35.67,0.0,17.56,53.5,5.84,0.0,1.62,18,7,0.0,114.43,114.43
33.39,0.0,35.4,52.25,3.96,0.0,1.39,19,7,6.34,24.83,31.17
34.15,0.0,29.91,58.34,1.37,0.0,0.66,20,7,0.0,13.37,13.37
31.9,0.0,33.29,68.3,3.59,0.0,2.42,21,7,15.14,30.79,45.93
26.54,0.0,39.79,61.96,4.04,0.0,1.95,22,7,0.0,0.0,0.0
27.81,0.0,16.59,66.29,4.38,0.0,0.88,23,7,0.0,46.3,46.3
26.66,0.0,22.73,83.56,7.3,0.0,2.72,0,7,11.94,272.55,284.48
27.43,0.0,5.67,68.04,2.03,0.0,1.24,1,7,0.0,18.78,18.78
22.28,0.0,38.98,80.99,4.34,0.0,1.86,2,7,36.01,24.6,60.61
29.87,0.0,12.47,59.38,5.31,0.0,2.32,3,7,0.0,39.86,39.86
27.01,0.0,18.16,75.94,6.68,0.0,2.0,4,7,0.0,143.66,143.66
26.94,0.0,12.34,60.25,3.88,0.0,1.58,5,7,0.0,12.15,12.15
29.28,0.0,39.09,68.68,2.21,0.0,0.43,6,7,16.01,0.0,16.01
32.06,191.22,42.07,69.15,5.87,0.0,2.0,7,7,474.78,78.68,553.46
31.05,494.35,11.61,74.07,6.9,0.0,2.76,8,7,1415.86,193.19,1609.05
32.47,701.91,1.14,61.05,1.51,0.0,0.62,9,7,1998.02,0.0,1998.02
32.53,685.99,41.24,57.8,2.3,0.0,0.43,10,7,2020.12,0.0,2020.12
33.33,673.99,58.54,47.94,6.45,0.0,3.24,11,7,1830.46,120.77,1951.23
33.86,803.02,43.3,57.78,3.66,0.0,0.78,12,7,2273.07,0.0,2273.07
34.13,724.82,50.55,64.47,1.94,0.0,1.21,13,7,2046.61,0.0,2046.61
34.84,785.23,21.63,62.77,4.58,0.0,1.46,14,7,2256.9,18.8,2275.7
34.02,551.29,42.07,58.02,3.52,0.0,2.58,15,7,1583.84,10.1,1593.94
35.76,365.0,52.59,59.06,8.35,0.0,0.34,16,7,1022.97,493.87,1516.85
32.85,261.94,9.34,72.95,2.26,0.0,1.48,17,7,710.87,0.0,710.87
34.86,37.0,71.5,62.61,3.02,0.0,0.6,18,7,151.08,17.85,168.93
33.49,0.0,28.81,56.94,1.92,0.0,3.82,19,7,0.0,0.0,0.0
32.56,0.0,20.8,59.91,1.02,0.0,1.15,20,7,0.0,0.0,0.0
30.26,0.0,48.58,68.09,2.55,0.0,0.78,21,7,8.28,0.0,8.28
34.36,0.0,12.4,62.52,5.89,0.0,1.04,22,7,0.0,102.01,102.01
30.58,0.0,26.43,80.36,2.51,0.0,1.57,23,7,0.0,1.86,1.86
25.58,0.0,21.02,81.51,4.91,0.0,1.83,0,7,0.0,3.96,3.96
27.0,0.0,11.85,58.4,3.89,0.0,2.39,1,7,0.0,11.46,11.46
25.24,0.0,53.01,63.51,3.85,0.0,0.88,2,7,7.95,0.0,7.95
24.46,0.0,19.54,79.88,5.55,0.0,0.92,3,7,2.51,57.6,60.11
24.14,0.0,40.88,63.82,4.41,0.0,0.0,4,7,0.0,11.78,11.78
27.3,0.0,33.48,67.59,1.88,0.0,0.59,5,7,9.43,1.23,10.66
26.42,0.0,62.61,80.29,2.25,0.0,1.06,6,7,12.91,9.78,22.69
29.93,188.85,43.51,65.58,3.99,0.0,3.22,7,7,479.36,12.27,491.63
31.18,484.48,12.65,69.45,6.15,0.0,1.75,8,7,1370.56,127.99,1498.55
33.04,663.75,21.46,61.12,1.83,0.0,1.33,9,7,1840.72,6.54,1847.26
31.0,839.57,11.78,61.24,1.51,0.0,3.21,10,7,2382.22,3.23,2385.45
34.19,595.76,68.2,43.24,3.84,0.0,1.41,11,7,1701.3,0.0,1701.3
35.46,812.65,39.95,58.5,2.06,0.0,0.83,12,7,2302.22,0.0,2302.22
34.6,817.22,36.39,53.24,10.22,0.0,0.86,13,7,2287.57,1090.57,3378.13
34.65,863.85,9.77,68.16,0.5,0.0,0.56,14,7,2449.28,0.0,2449.28
38.39,661.18,21.77,32.72,3.47,0.0,0.87,15,7,1847.88,28.47,1876.35
36.15,469.06,9.85,51.56,1.9,0.0,1.73,16,7,1343.48,14.55,1358.02
36.26,190.33,41.54,66.59,4.81,0.0,1.48,17,7,545.52,44.97,590.49
33.28,0.0,19.95,74.71,4.49,0.0,2.72,18,7,6.5,7.55,14.05
31.65,0.0,29.03,70.24,5.77,0.0,2.01,19,7,0.86,96.31,97.17
31.42,0.0,38.57,66.65,4.1,0.0,2.66,20,7,13.0,38.02,51.03
30.79,0.0,31.86,48.25,2.06,0.0,3.06,21,7,36.97,17.15,54.11
28.09,0.0,33.3,56.82,1.05,0.0,2.44,22,7,0.0,33.05,33.05
28.47,0.0,14.63,72.27,5.09,0.0,0.82,23,7,10.49,48.76,59.25
24.85,0.0,38.28,58.86,3.43,0.0,1.42,0,7,5.0,22.75,27.75
24.91,0.0,7.7,67.24,2.26,0.0,2.73,1,7,6.02,8.96,14.98
27.09,0.0,23.38,64.0,2.42,0.0,3.07,2,7,17.46,0.0,17.46
26.82,0.0,5.79,70.17,1.81,0.0,1.81,3,7,17.73,18.05,35.79
25.5,0.0,41.75,73.76,2.6,0.0,3.63,4,7,6.47,0.0,6.47
25.06,0.0,28.71,48.62,5.64,0.0,1.18,5,7,0.0,51.19,51.19
25.84,2.49,40.17,70.27,4.43,0.0,2.01,6,7,16.26,11.83,28.09
27.86,232.58,32.03,60.13,9.41,0.0,0.22,7,7,679.99,776.38,1456.37
30.59,491.65,19.24,66.74,3.88,0.0,1.77,8,7,1411.79,0.0,1411.79
32.31,689.69,12.14,46.0,3.86,0.0,2.35,9,7,1952.74,23.38,1976.12
31.47,538.54,59.38,69.37,2.07,0.0,2.95,10,7,1478.9,0.0,1478.9
31.69,619.02,58.85,55.26,4.23,0.0,0.0,11,7,1829.55,18.35,1847.9
34.85,664.6,64.52,54.08,4.36,0.0,0.16,12,7,1927.97,13.02,1940.99
34.01,957.29,5.99,71.23,2.16,0.0,1.13,13,7,2676.68,0.0,2676.68
34.97,758.35,32.72,55.95,1.37,0.0,0.0,14,7,2137.77,7.24,2145.01
37.9,533.28,43.57,61.42,3.05,0.0,1.8,15,7,1497.26,12.8,1510.06
36.99,491.78,11.71,54.42,1.96,0.0,3.34,16,7,1298.08,4.39,1302.48
35.48,251.06,31.52,69.74,3.76,0.0,1.29,17,7,691.08,18.11,709.19
32.54,0.0,27.02,62.67,3.89,0.0,2.46,18,7,0.0,12.57,12.57
33.73,0.0,18.85,62.65,4.36,0.0,1.62,19,7,0.0,47.65,47.65
33.8,0.0,5.29,59.88,4.32,0.0,0.77,20,7,16.63,0.0,16.63
30.35,0.0,43.71,60.21,4.77,0.0,0.43,21,7,28.73,0.0,28.73
31.65,0.0,26.58,68.02,2.3,0.0,2.29,22,7,0.0,6.74,6.74
30.36,0.0,63.8,56.59,5.16,0.0,2.27,23,7,20.16,22.58,42.74
29.81,0.0,37.31,69.05,3.88,0.0,1.59,0,7,14.07,8.66,22.73
26.98,0.0,44.38,74.31,3.41,0.0,1.75,1,7,1.62,5.32,6.94
26.9,0.0,21.38,71.01,4.6,0.0,3.39,2,7,9.95,0.0,9.95
27.97,0.0,38.09,57.9,3.75,0.0,3.08,3,7,0.0,11.4,11.4
26.69,0.0,44.88,70.55,3.89,0.0,0.24,4,7,0.0,15.92,15.92
25.77,0.0,9.18,76.46,0.69,0.0,0.0,5,7,13.21,0.0,13.21
26.64,2.25,13.87,56.89,5.73,0.0,2.22,6,7,0.0,98.51,98.51
28.71,220.18,32.03,52.34,3.34,0.0,0.0,7,7,626.98,0.0,626.98
27.62,376.53,48.16,72.62,3.84,0.0,1.94,8,7,1097.08,1.28,1098.36
30.64,456.21,59.67,57.06,3.16,0.0,2.57,9,7,1308.25,13.53,1321.78
33.79,806.08,14.02,64.42,4.03,0.0,0.8,10,7,2316.56,22.39,2338.96
30.06,927.59,12.73,76.61,1.06,0.0,1.48,11,7,2656.39,9.46,2665.85
36.69,853.32,38.17,43.2,3.13,0.0,2.17,12,7,2359.71,0.0,2359.71
36.87,688.95,52.99,42.29,4.73,0.0,1.06,13,7,1902.65,0.0,1902.65
34.99,798.42,13.35,63.43,7.51,0.0,2.45,14,7,2222.98,281.94,2504.92
36.67,573.17,35.13,65.5,6.19,0.0,1.28,15,7,1587.33,126.4,1713.72
35.69,505.44,0.61,69.89,8.16,0.0,1.98,16,7,1378.15,443.52,1821.67
37.03,180.44,44.26,61.02,5.55,0.0,0.02,17,7,550.33,83.0,633.33
35.86,4.68,56.49,54.89,4.5,0.0,1.59,18,7,15.84,42.2,58.04
31.25,0.0,7.6,62.27,3.34,0.0,2.05,19,7,0.0,31.47,31.47
33.03,0.0,40.99,62.06,1.63,0.0,0.88,20,7,0.0,1.01,1.01
30.54,0.0,35.73,75.82,2.42,0.0,0.83,21,7,3.31,3.67,6.98
29.68,0.0,32.87,65.73,2.53,0.0,2.55,22,7,0.0,0.0,0.0
27.26,0.0,26.0,60.77,3.36,0.0,2.22,23,7,31.98,0.0,31.98
29.87,0.0,17.02,64.94,4.37,0.0,1.62,0,7,0.0,1.87,1.87
28.01,0.0,5.58,52.88,4.42,0.0,2.04,1,7,0.0,6.31,6.31
24.85,0.0,40.06,64.74,3.51,0.0,0.0,2,7,0.0,3.36,3.36
23.78,0.0,33.35,68.0,2.55,0.0,1.53,3,7,0.0,16.82,16.82
25.38,0.0,29.53,65.43,1.09,0.0,0.6,4,7,18.76,4.78,23.54
27.11,0.0,42.0,53.78,9.54,0.0,1.43,5,7,8.71,813.95,822.66
27.61,0.0,7.97,56.37,7.54,0.0,0.0,6,7,0.0,297.4,297.4
30.16,146.19,63.21,62.64,2.02,0.0,2.05,7,7,398.73,0.0,398.73
30.68,334.41,57.38,68.9,4.34,0.0,0.36,8,7,958.91,9.14,968.05
32.24,690.53,8.71,56.97,2.66,0.0,4.08,9,7,1901.99,0.0,1901.99
32.57,719.07,27.15,60.52,2.09,0.0,1.38,10,7,2030.62,0.0,2030.62
31.2,522.7,71.57,68.58,4.83,0.0,0.97,11,7,1567.96,26.82,1594.79
34.03,811.55,44.65,79.53,5.59,0.0,1.29,12,7,2311.91,59.77,2371.67
36.7,728.15,47.96,52.42,3.25,0.0,0.0,13,7,2084.49,0.0,2084.49
